Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
2182,2023-07-01,2023-07-01 23:52,,Investment Returns - Crypto,0.00,1578.51,2433901.25
2183,2023-07-03,2023-07-03 13:05,,Coffee Shop,12.29,0.00,2433888.96
2184,2023-07-04,2023-07-04 07:22,,Dividends,0.00,559.35,2434448.31
2185,2023-07-04,2023-07-04 05:56,,Salary - Regular,0.00,5603.58,2440051.89
2186,2023-07-05,2023-07-05 09:37,,Dining - Fine Dining,615.01,0.00,2439436.88
2187,2023-07-06,2023-07-06 10:24,,Rental Income,0.00,1907.53,2441344.41
2188,2023-07-06,2023-07-06 21:37,,Loan EMI,1549.86,0.00,2439794.55
2189,2023-07-07,2023-07-07 21:40,,Entertainment - Concerts,180.35,0.00,2439614.20
2190,2023-07-08,2023-07-08 07:07,,Cashback,0.00,26.97,2439641.17
2191,2023-07-09,2023-07-09 19:50,,Utilities - Electricity,383.33,0.00,2439257.84
2192,2023-07-09,2023-07-09 08:32,,Loan EMI,3811.80,0.00,2435446.04
2193,2023-07-09,2023-07-09 04:01,,Dining - Casual Restaurant,102.79,0.00,2435343.25
2194,2023-07-09,2023-07-09 20:29,,Entertainment - Movies,65.61,0.00,2435277.64
2195,2023-07-10,2023-07-10 15:03,,Dividends,0.00,1210.24,2436487.88
2196,2023-07-11,2023-07-11 21:03,,Healthcare - Regular,108.29,0.00,2436379.59
2197,2023-07-11,2023-07-11 19:49,,Rental Income,0.00,3830.28,2440209.87
2198,2023-07-12,2023-07-12 03:12,,Freelance Income,0.00,990.95,2441200.82
2199,2023-07-13,2023-07-13 23:09,,Freelance Income,0.00,2278.14,2443478.96
2200,2023-07-13,2023-07-13 22:17,,Groceries - Supermarket,252.59,0.00,2443226.37
2201,2023-07-15,2023-07-15 13:12,,Public Transport,9.69,0.00,2443216.68
2202,2023-07-16,2023-07-16 03:33,,Dining - Fine Dining,782.24,0.00,2442434.44
2203,2023-07-16,2023-07-16 22:16,,Dining - Casual Restaurant,190.98,0.00,2442243.46
2204,2023-07-17,2023-07-17 03:06,,Groceries - Online Delivery,125.03,0.00,2442118.43
2205,2023-07-17,2023-07-17 02:07,,Salary - Regular,0.00,3131.94,2445250.37
2206,2023-07-18,2023-07-18 00:39,,Freelance Income,0.00,2653.36,2447903.73
2207,2023-07-18,2023-07-18 14:27,,Rental Income,0.00,2868.79,2450772.52
2208,2023-07-19,2023-07-19 19:10,,Healthcare - Regular,176.85,0.00,2450595.67
2209,2023-07-19,2023-07-19 10:03,,Dining - Casual Restaurant,149.97,0.00,2450445.70
2210,2023-07-19,2023-07-19 05:43,,Groceries - Supermarket,244.78,0.00,2450200.92
2211,2023-07-19,2023-07-19 01:59,,Utilities - Electricity,176.48,0.00,2450024.44
2212,2023-07-20,2023-07-20 17:39,,Salary - Regular,0.00,4626.94,2454651.38
2213,2023-07-20,2023-07-20 07:01,,Salary - Regular,0.00,5479.14,2460130.52
2214,2023-07-20,2023-07-20 15:29,,Groceries - Supermarket,70.31,0.00,2460060.21
2215,2023-07-21,2023-07-21 05:27,,Freelance Income,0.00,949.08,2461009.29
2216,2023-07-21,2023-07-21 10:47,,Salary - Regular,0.00,2589.73,2463599.02
2217,2023-07-21,2023-07-21 08:35,,Salary - Regular,0.00,4985.71,2468584.73
2218,2023-07-21,2023-07-21 11:45,,Groceries - Online Delivery,140.81,0.00,2468443.92
2219,2023-07-22,2023-07-22 05:06,,Dining - Casual Restaurant,69.14,0.00,2468374.78
2220,2023-07-23,2023-07-23 16:17,,Dining - Casual Restaurant,161.22,0.00,2468213.56
2221,2023-07-24,2023-07-24 22:53,,Salary - Regular,0.00,4906.68,2473120.24
2222,2023-07-24,2023-07-24 01:41,,Dining - Fine Dining,261.92,0.00,2472858.32
2223,2023-07-25,2023-07-25 12:35,,Entertainment - Movies,37.07,0.00,2472821.25
2224,2023-07-25,2023-07-25 06:44,,Salary - Regular,0.00,2815.73,2475636.98
2225,2023-07-26,2023-07-26 12:36,,Dividends,0.00,198.28,2475835.26
2226,2023-07-26,2023-07-26 04:08,,Entertainment - Concerts,320.53,0.00,2475514.73
2227,2023-07-27,2023-07-27 15:00,,Groceries - Online Delivery,136.06,0.00,2475378.67
2228,2023-07-28,2023-07-28 04:48,,Fuel,32.26,0.00,2475346.41
2229,2023-07-28,2023-07-28 04:15,,Groceries - Supermarket,198.14,0.00,2475148.27
2230,2023-07-28,2023-07-28 08:51,,Dividends,0.00,1276.04,2476424.31
2231,2023-07-29,2023-07-29 22:54,,Salary - Regular,0.00,2598.89,2479023.20
2232,2023-07-30,2023-07-30 00:53,,Groceries - Supermarket,81.66,0.00,2478941.54
2233,2023-07-31,2023-07-31 00:44,,Groceries - Online Delivery,88.31,0.00,2478853.23
2234,2023-07-31,2023-07-31 23:17,,Cashback,0.00,167.65,2479020.88
2235,2023-08-02,2023-08-02 03:32,,Coffee Shop,8.47,0.00,2479012.41
2236,2023-08-03,2023-08-03 18:57,,Groceries - Online Delivery,119.23,0.00,2478893.18
2237,2023-08-03,2023-08-03 08:25,,Cashback,0.00,458.58,2479351.76
2238,2023-08-03,2023-08-03 11:05,,Groceries - Supermarket,135.90,0.00,2479215.86
2239,2023-08-04,2023-08-04 03:50,,Investment - Crypto,4793.74,0.00,2474422.12
2240,2023-08-05,2023-08-05 09:13,,Salary - Regular,0.00,5650.66,2480072.78
2241,2023-08-06,2023-08-06 06:28,,Freelance Income,0.00,1707.12,2481779.90
2242,2023-08-06,2023-08-06 05:24,,Salary - Bonus,0.00,7051.57,2488831.47
2243,2023-08-06,2023-08-06 18:17,,Groceries - Supermarket,585.65,0.00,2488245.82
2244,2023-08-07,2023-08-07 10:16,,Investment - Stocks,7543.81,0.00,2480702.01
2245,2023-08-08,2023-08-08 03:21,,Groceries - Online Delivery,177.72,0.00,2480524.29
2246,2023-08-08,2023-08-08 14:41,,Dividends,0.00,503.85,2481028.14
2247,2023-08-10,2023-08-10 21:23,,Loan EMI,2930.06,0.00,2478098.08
2248,2023-08-10,2023-08-10 04:32,,Investment Returns - Crypto,0.00,2216.10,2480314.18
2249,2023-08-10,2023-08-10 04:45,,Salary - Regular,0.00,4377.20,2484691.38
2250,2023-08-10,2023-08-10 22:16,,Coffee Shop,9.29,0.00,2484682.09
2251,2023-08-11,2023-08-11 19:05,,Salary - Bonus,0.00,13334.20,2498016.29
2252,2023-08-12,2023-08-12 22:38,,Fuel,123.17,0.00,2497893.12
2253,2023-08-12,2023-08-12 07:24,,Utilities - Electricity,336.15,0.00,2497556.97
2254,2023-08-13,2023-08-13 23:46,,Salary - Regular,0.00,5760.14,2503317.11
2255,2023-08-14,2023-08-14 17:53,,Fuel,31.76,0.00,2503285.35
2256,2023-08-15,2023-08-15 23:13,,Salary - Bonus,0.00,18464.17,2521749.52
2257,2023-08-15,2023-08-15 06:48,,Dividends,0.00,805.92,2522555.44
2258,2023-08-16,2023-08-16 02:50,,Utilities - Water,170.52,0.00,2522384.92
2259,2023-08-17,2023-08-17 04:14,,Dining - Casual Restaurant,64.61,0.00,2522320.31
2260,2023-08-17,2023-08-17 05:19,,Loan EMI,2642.82,0.00,2519677.49
2261,2023-08-17,2023-08-17 11:16,,Loan EMI,1628.95,0.00,2518048.54
2262,2023-08-18,2023-08-18 03:14,,Entertainment - Movies,54.76,0.00,2517993.78
2263,2023-08-18,2023-08-18 09:19,,Loan EMI,3030.56,0.00,2514963.22
2264,2023-08-19,2023-08-19 02:40,,Salary - Regular,0.00,4073.32,2519036.54
2265,2023-08-20,2023-08-20 23:46,,Salary - Regular,0.00,5888.24,2524924.78
2266,2023-08-21,2023-08-21 15:47,,Dining - Casual Restaurant,78.03,0.00,2524846.75
2267,2023-08-21,2023-08-21 23:37,,Salary - Regular,0.00,7889.41,2532736.16
2268,2023-08-22,2023-08-22 21:26,,Utilities - Electricity,342.72,0.00,2532393.44
2269,2023-08-22,2023-08-22 02:58,,Coffee Shop,10.37,0.00,2532383.07
2270,2023-08-22,2023-08-22 10:12,,Dining - Fine Dining,381.77,0.00,2532001.30
2271,2023-08-22,2023-08-22 10:07,,Dining - Casual Restaurant,66.28,0.00,2531935.02
2272,2023-08-23,2023-08-23 07:10,,Fuel,86.71,0.00,2531848.31
2273,2023-08-24,2023-08-24 20:57,,Salary - Regular,0.00,7209.49,2539057.80
2274,2023-08-25,2023-08-25 18:01,,Coffee Shop,22.82,0.00,2539034.98
2275,2023-08-25,2023-08-25 04:10,,Utilities - Electricity,275.80,0.00,2538759.18
2276,2023-08-26,2023-08-26 10:57,,Groceries - Supermarket,212.05,0.00,2538547.13
2277,2023-08-26,2023-08-26 11:14,,Investment Returns - Stocks,0.00,596.03,2539143.16
2278,2023-08-27,2023-08-27 19:51,,Loan EMI,5955.85,0.00,2533187.31
2279,2023-08-29,2023-08-29 19:19,,Groceries - Supermarket,272.55,0.00,2532914.76
2280,2023-08-30,2023-08-30 14:30,,Groceries - Supermarket,350.94,0.00,2532563.82
2281,2023-08-31,2023-08-31 20:02,,Groceries - Online Delivery,143.35,0.00,2532420.47
2282,2023-09-01,2023-09-01 02:12,,Salary - Bonus,0.00,15744.35,2548164.82
2283,2023-09-01,2023-09-01 14:21,,Freelance Income,0.00,5614.54,2553779.36
2284,2023-09-02,2023-09-02 12:13,,Groceries - Supermarket,496.90,0.00,2553282.46
2285,2023-09-02,2023-09-02 03:59,,Freelance Income,0.00,4702.12,2557984.58
2286,2023-09-02,2023-09-02 12:51,,Salary - Regular,0.00,7192.14,2565176.72
2287,2023-09-03,2023-09-03 18:57,,Investment - Stocks,5976.64,0.00,2559200.08
2288,2023-09-03,2023-09-03 18:37,,Groceries - Online Delivery,171.61,0.00,2559028.47
2289,2023-09-04,2023-09-04 12:47,,Investment - Stocks,16093.04,0.00,2542935.43
2290,2023-09-04,2023-09-04 15:23,,Cashback,0.00,55.36,2542990.79
2291,2023-09-05,2023-09-05 00:10,,Freelance Income,0.00,1604.34,2544595.13
2292,2023-09-06,2023-09-06 13:28,,Healthcare - Regular,311.41,0.00,2544283.72
2293,2023-09-06,2023-09-06 18:25,,Investment - Stocks,13565.35,0.00,2530718.37
2294,2023-09-07,2023-09-07 00:16,,Groceries - Online Delivery,188.16,0.00,2530530.21
2295,2023-09-07,2023-09-07 02:13,,Investment Returns - Crypto,0.00,4842.70,2535372.91
2296,2023-09-08,2023-09-08 10:54,,Investment Returns - Stocks,0.00,207.00,2535579.91
2297,2023-09-09,2023-09-09 06:28,,Dining - Casual Restaurant,235.23,0.00,2535344.68
2298,2023-09-09,2023-09-09 10:26,,Groceries - Supermarket,394.66,0.00,2534950.02
2299,2023-09-10,2023-09-10 05:52,,Fuel,88.19,0.00,2534861.83
2300,2023-09-10,2023-09-10 15:14,,Salary - Regular,0.00,6726.29,2541588.12
2301,2023-09-11,2023-09-11 15:24,,Dining - Casual Restaurant,61.16,0.00,2541526.96
2302,2023-09-11,2023-09-11 21:21,,Groceries - Supermarket,370.72,0.00,2541156.24
2303,2023-09-12,2023-09-12 01:11,,Groceries - Supermarket,283.89,0.00,2540872.35
2304,2023-09-12,2023-09-12 15:15,,Loan EMI,1007.93,0.00,2539864.42
2305,2023-09-13,2023-09-13 14:07,,Freelance Income,0.00,1518.00,2541382.42
2306,2023-09-13,2023-09-13 08:34,,Dining - Casual Restaurant,147.79,0.00,2541234.63
2307,2023-09-13,2023-09-13 17:00,,Freelance Income,0.00,1331.40,2542566.03
2308,2023-09-13,2023-09-13 03:22,,Utilities - Water,125.06,0.00,2542440.97
2309,2023-09-14,2023-09-14 01:06,,Loan EMI,1549.25,0.00,2540891.72
2310,2023-09-15,2023-09-15 03:30,,Fuel,38.93,0.00,2540852.79
2311,2023-09-15,2023-09-15 15:36,,Investment - Stocks,2571.80,0.00,2538280.99
2312,2023-09-15,2023-09-15 20:46,,Dining - Casual Restaurant,183.93,0.00,2538097.06
2313,2023-09-16,2023-09-16 06:53,,Groceries - Supermarket,141.38,0.00,2537955.68
2314,2023-09-17,2023-09-17 06:54,,Public Transport,7.98,0.00,2537947.70
2315,2023-09-17,2023-09-17 06:33,,Coffee Shop,49.86,0.00,2537897.84
2316,2023-09-17,2023-09-17 23:36,,Salary - Bonus,0.00,13449.24,2551347.08
2317,2023-09-18,2023-09-18 23:23,,Fuel,114.69,0.00,2551232.39
2318,2023-09-19,2023-09-19 04:02,,Coffee Shop,13.04,0.00,2551219.35
2319,2023-09-21,2023-09-21 10:26,,Dining - Casual Restaurant,166.75,0.00,2551052.60
2320,2023-09-21,2023-09-21 20:04,,Groceries - Supermarket,74.84,0.00,2550977.76
2321,2023-09-22,2023-09-22 19:53,,Salary - Regular,0.00,3691.59,2554669.35
2322,2023-09-23,2023-09-23 16:23,,Utilities - Electricity,328.35,0.00,2554341.00
2323,2023-09-25,2023-09-25 23:52,,Fuel,72.80,0.00,2554268.20
2324,2023-09-25,2023-09-25 11:06,,Fuel,86.01,0.00,2554182.19
2325,2023-09-26,2023-09-26 06:49,,Public Transport,3.17,0.00,2554179.02
2326,2023-09-26,2023-09-26 04:30,,Dining - Casual Restaurant,126.96,0.00,2554052.06
2327,2023-09-28,2023-09-28 04:24,,Dining - Fine Dining,362.92,0.00,2553689.14
2328,2023-09-28,2023-09-28 17:18,,Salary - Regular,0.00,4418.46,2558107.60
2329,2023-09-28,2023-09-28 05:14,,Groceries - Online Delivery,152.69,0.00,2557954.91
2330,2023-09-29,2023-09-29 18:07,,Public Transport,5.23,0.00,2557949.68
2331,2023-09-29,2023-09-29 01:57,,Salary - Bonus,0.00,21053.11,2579002.79
2332,2023-09-29,2023-09-29 21:05,,Salary - Regular,0.00,6650.82,2585653.61
2333,2023-09-29,2023-09-29 05:22,,Salary - Regular,0.00,3070.07,2588723.68
2334,2023-09-30,2023-09-30 23:52,,Investment - Stocks,5670.87,0.00,2583052.81
2335,2023-10-01,2023-10-01 01:35,,Utilities - Water,371.82,0.00,2582680.99
2336,2023-10-01,2023-10-01 08:58,,Dining - Casual Restaurant,119.78,0.00,2582561.21
2337,2023-10-01,2023-10-01 09:28,,Coffee Shop,11.77,0.00,2582549.44
2338,2023-10-02,2023-10-02 17:08,,Freelance Income,0.00,1310.08,2583859.52
2339,2023-10-02,2023-10-02 16:05,,Rental Income,0.00,4137.60,2587997.12
2340,2023-10-02,2023-10-02 23:48,,Salary - Regular,0.00,3998.71,2591995.83
2341,2023-10-03,2023-10-03 09:59,,Groceries - Supermarket,321.02,0.00,2591674.81
2342,2023-10-03,2023-10-03 01:40,,Utilities - Water,169.87,0.00,2591504.94
2343,2023-10-04,2023-10-04 14:21,,Coffee Shop,14.43,0.00,2591490.51
2344,2023-10-05,2023-10-05 07:37,,Loan EMI,1458.74,0.00,2590031.77
2345,2023-10-05,2023-10-05 15:37,,Dining - Casual Restaurant,50.07,0.00,2589981.70
2346,2023-10-06,2023-10-06 05:08,,Dividends,0.00,856.88,2590838.58
2347,2023-10-07,2023-10-07 01:01,,Dining - Casual Restaurant,115.22,0.00,2590723.36
2348,2023-10-07,2023-10-07 02:42,,Salary - Regular,0.00,6032.00,2596755.36
2349,2023-10-08,2023-10-08 21:41,,Groceries - Supermarket,345.17,0.00,2596410.19
2350,2023-10-08,2023-10-08 17:14,,Groceries - Supermarket,145.06,0.00,2596265.13
2351,2023-10-08,2023-10-08 18:05,,Coffee Shop,37.30,0.00,2596227.83
2352,2023-10-09,2023-10-09 16:46,,Dining - Fine Dining,977.83,0.00,2595250.00
2353,2023-10-10,2023-10-10 00:46,,Utilities - Electricity,354.93,0.00,2594895.07
2354,2023-10-10,2023-10-10 03:39,,Coffee Shop,7.71,0.00,2594887.36
2355,2023-10-11,2023-10-11 17:20,,Investment Returns - Crypto,0.00,1129.47,2596016.83
2356,2023-10-11,2023-10-11 08:45,,Dining - Casual Restaurant,130.04,0.00,2595886.79
2357,2023-10-12,2023-10-12 07:21,,Freelance Income,0.00,1185.73,2597072.52
2358,2023-10-12,2023-10-12 15:27,,Salary - Bonus,0.00,10343.96,2607416.48
2359,2023-10-13,2023-10-13 07:06,,Public Transport,11.03,0.00,2607405.45
2360,2023-10-14,2023-10-14 19:31,,Utilities - Electricity,359.24,0.00,2607046.21
2361,2023-10-15,2023-10-15 02:21,,Public Transport,16.43,0.00,2607029.78
2362,2023-10-17,2023-10-17 12:09,,Rental Income,0.00,4328.12,2611357.90
2363,2023-10-18,2023-10-18 03:12,,Public Transport,2.85,0.00,2611355.05
2364,2023-10-18,2023-10-18 09:42,,Dividends,0.00,609.53,2611964.58
2365,2023-10-18,2023-10-18 02:12,,Fuel,82.17,0.00,2611882.41
2366,2023-10-19,2023-10-19 07:55,,Groceries - Supermarket,104.95,0.00,2611777.46
2367,2023-10-20,2023-10-20 05:18,,Entertainment - Movies,60.91,0.00,2611716.55
2368,2023-10-22,2023-10-22 10:15,,Salary - Regular,0.00,6472.81,2618189.36
2369,2023-10-23,2023-10-23 11:19,,Investment - Crypto,6938.57,0.00,2611250.79
2370,2023-10-24,2023-10-24 12:55,,Groceries - Online Delivery,154.10,0.00,2611096.69
2371,2023-10-24,2023-10-24 01:52,,Loan EMI,1077.08,0.00,2610019.61
2372,2023-10-25,2023-10-25 14:53,,Public Transport,13.75,0.00,2610005.86
2373,2023-10-26,2023-10-26 21:39,,Dining - Casual Restaurant,256.09,0.00,2609749.77
2374,2023-10-27,2023-10-27 17:23,,Coffee Shop,12.37,0.00,2609737.40
2375,2023-10-28,2023-10-28 06:54,,Utilities - Electricity,561.14,0.00,2609176.26
2376,2023-10-29,2023-10-29 21:37,,Utilities - Electricity,202.79,0.00,2608973.47
2377,2023-10-29,2023-10-29 19:52,,Fuel,185.66,0.00,2608787.81
2378,2023-10-30,2023-10-30 02:34,,Dining - Casual Restaurant,108.84,0.00,2608678.97
2379,2023-10-30,2023-10-30 10:23,,Dividends,0.00,1004.61,2609683.58
2380,2023-10-31,2023-10-31 11:36,,Utilities - Electricity,185.48,0.00,2609498.10
2381,2023-10-31,2023-10-31 20:22,,Utilities - Electricity,209.56,0.00,2609288.54
2382,2023-11-01,2023-11-01 01:41,,Dining - Fine Dining,1082.94,0.00,2608205.60
2383,2023-11-01,2023-11-01 04:03,,Utilities - Water,133.43,0.00,2608072.17
2384,2023-11-01,2023-11-01 02:57,,Groceries - Online Delivery,170.83,0.00,2607901.34
2385,2023-11-02,2023-11-02 21:21,,Rental Income,0.00,2296.67,2610198.01
2386,2023-11-03,2023-11-03 23:07,,Investment - Stocks,2234.01,0.00,2607964.00
2387,2023-11-04,2023-11-04 15:53,,Groceries - Online Delivery,280.78,0.00,2607683.22
2388,2023-11-04,2023-11-04 17:49,,Healthcare - Regular,312.13,0.00,2607371.09
2389,2023-11-05,2023-11-05 00:58,,Entertainment - Concerts,834.96,0.00,2606536.13
2390,2023-11-06,2023-11-06 00:27,,Dining - Fine Dining,1039.23,0.00,2605496.90
2391,2023-11-06,2023-11-06 22:29,,Groceries - Online Delivery,92.92,0.00,2605403.98
2392,2023-11-08,2023-11-08 09:11,,Healthcare - Emergency,4829.60,0.00,2600574.38
2393,2023-11-09,2023-11-09 13:10,,Investment Returns - Stocks,0.00,9327.72,2609902.10
2394,2023-11-11,2023-11-11 21:07,,Coffee Shop,22.61,0.00,2609879.49
2395,2023-11-11,2023-11-11 11:44,,Freelance Income,0.00,4271.49,2614150.98
2396,2023-11-11,2023-11-11 08:09,,Entertainment - Movies,35.79,0.00,2614115.19
2397,2023-11-12,2023-11-12 15:14,,Public Transport,26.46,0.00,2614088.73
2398,2023-11-12,2023-11-12 10:45,,Dividends,0.00,1481.68,2615570.41
2399,2023-11-12,2023-11-12 10:10,,Public Transport,30.89,0.00,2615539.52
2400,2023-11-13,2023-11-13 07:49,,Dining - Casual Restaurant,114.10,0.00,2615425.42
2401,2023-11-13,2023-11-13 17:42,,Fuel,52.72,0.00,2615372.70
2402,2023-11-13,2023-11-13 00:51,,Groceries - Supermarket,277.38,0.00,2615095.32
2403,2023-11-14,2023-11-14 13:02,,Coffee Shop,30.79,0.00,2615064.53
2404,2023-11-16,2023-11-16 00:25,,Investment Returns - Stocks,0.00,7353.68,2622418.21
2405,2023-11-16,2023-11-16 12:38,,Entertainment - Movies,63.06,0.00,2622355.15
2406,2023-11-16,2023-11-16 20:28,,Groceries - Online Delivery,284.86,0.00,2622070.29
2407,2023-11-17,2023-11-17 07:40,,Groceries - Supermarket,251.50,0.00,2621818.79
2408,2023-11-17,2023-11-17 17:06,,Loan EMI,3387.56,0.00,2618431.23
2409,2023-11-17,2023-11-17 08:08,,Utilities - Electricity,171.52,0.00,2618259.71
2410,2023-11-18,2023-11-18 21:03,,Entertainment - Movies,56.44,0.00,2618203.27
2411,2023-11-19,2023-11-19 03:36,,Freelance Income,0.00,1030.70,2619233.97
2412,2023-11-19,2023-11-19 07:09,,Investment Returns - Crypto,0.00,3196.63,2622430.60
2413,2023-11-19,2023-11-19 23:53,,Coffee Shop,39.59,0.00,2622391.01
2414,2023-11-20,2023-11-20 16:26,,Salary - Regular,0.00,6471.00,2628862.01
2415,2023-11-20,2023-11-20 05:05,,Fuel,47.00,0.00,2628815.01
2416,2023-11-21,2023-11-21 15:24,,Groceries - Online Delivery,106.84,0.00,2628708.17
2417,2023-11-22,2023-11-22 02:02,,Utilities - Electricity,260.16,0.00,2628448.01
2418,2023-11-22,2023-11-22 00:23,,Entertainment - Movies,54.26,0.00,2628393.75
2419,2023-11-22,2023-11-22 18:17,,Dining - Fine Dining,916.51,0.00,2627477.24
2420,2023-11-23,2023-11-23 14:36,,Salary - Bonus,0.00,9767.74,2637244.98
2421,2023-11-24,2023-11-24 10:51,,Rental Income,0.00,4208.31,2641453.29
2422,2023-11-24,2023-11-24 22:51,,Fuel,82.70,0.00,2641370.59
2423,2023-11-25,2023-11-25 16:49,,Dividends,0.00,583.91,2641954.50
2424,2023-11-26,2023-11-26 09:36,,Dividends,0.00,920.35,2642874.85
2425,2023-11-27,2023-11-27 14:04,,Entertainment - Concerts,388.24,0.00,2642486.61
2426,2023-11-27,2023-11-27 05:27,,Loan EMI,4293.23,0.00,2638193.38
2427,2023-11-27,2023-11-27 09:11,,Coffee Shop,11.93,0.00,2638181.45
2428,2023-11-27,2023-11-27 17:41,,Salary - Bonus,0.00,11041.88,2649223.33
2429,2023-11-28,2023-11-28 04:46,,Fuel,101.35,0.00,2649121.98
2430,2023-11-29,2023-11-29 12:34,,Public Transport,10.28,0.00,2649111.70
2431,2023-11-30,2023-11-30 17:10,,Dining - Casual Restaurant,48.07,0.00,2649063.63
2432,2023-11-30,2023-11-30 01:44,,Fuel,32.75,0.00,2649030.88
2433,2023-11-30,2023-11-30 21:51,,Dining - Casual Restaurant,62.63,0.00,2648968.25
2434,2023-12-01,2023-12-01 14:00,,Groceries - Supermarket,257.99,0.00,2648710.26
2435,2023-12-01,2023-12-01 20:17,,Loan EMI,2858.54,0.00,2645851.72
2436,2023-12-03,2023-12-03 02:59,,Fuel,133.94,0.00,2645717.78
2437,2023-12-04,2023-12-04 05:07,,Groceries - Online Delivery,232.09,0.00,2645485.69
2438,2023-12-04,2023-12-04 23:25,,Salary - Regular,0.00,11025.90,2656511.59
2439,2023-12-05,2023-12-05 06:11,,Utilities - Electricity,695.16,0.00,2655816.43
2440,2023-12-05,2023-12-05 14:39,,Coffee Shop,24.90,0.00,2655791.53
2441,2023-12-06,2023-12-06 11:03,,Investment Returns - Stocks,0.00,9514.55,2665306.08
2442,2023-12-06,2023-12-06 00:24,,Utilities - Electricity,569.73,0.00,2664736.35
2443,2023-12-06,2023-12-06 07:54,,Utilities - Electricity,376.55,0.00,2664359.80
2444,2023-12-06,2023-12-06 20:02,,Freelance Income,0.00,3573.19,2667932.99
2445,2023-12-07,2023-12-07 04:22,,Loan EMI,3754.33,0.00,2664178.66
2446,2023-12-07,2023-12-07 06:44,,Utilities - Electricity,236.36,0.00,2663942.30
2447,2023-12-08,2023-12-08 01:41,,Loan EMI,2016.61,0.00,2661925.69
2448,2023-12-08,2023-12-08 17:16,,Loan EMI,2292.26,0.00,2659633.43
2449,2023-12-10,2023-12-10 13:54,,Utilities - Electricity,570.93,0.00,2659062.50
2450,2023-12-10,2023-12-10 23:59,,Freelance Income,0.00,1767.10,2660829.60
2451,2023-12-10,2023-12-10 15:15,,Groceries - Online Delivery,407.39,0.00,2660422.21
2452,2023-12-11,2023-12-11 10:57,,Loan EMI,4353.13,0.00,2656069.08
2453,2023-12-11,2023-12-11 07:29,,Freelance Income,0.00,5481.52,2661550.60
2454,2023-12-11,2023-12-11 18:27,,Utilities - Electricity,156.96,0.00,2661393.64
2455,2023-12-11,2023-12-11 16:58,,Loan EMI,2506.79,0.00,2658886.85
2456,2023-12-12,2023-12-12 07:43,,Groceries - Online Delivery,377.30,0.00,2658509.55
2457,2023-12-12,2023-12-12 08:36,,Entertainment - Movies,118.97,0.00,2658390.58
2458,2023-12-12,2023-12-12 19:42,,Salary - Regular,0.00,11221.62,2669612.20
2459,2023-12-12,2023-12-12 23:12,,Entertainment - Concerts,706.38,0.00,2668905.82
2460,2023-12-13,2023-12-13 12:50,,Entertainment - Movies,44.97,0.00,2668860.85
2461,2023-12-13,2023-12-13 17:34,,Loan EMI,5080.77,0.00,2663780.08
2462,2023-12-13,2023-12-13 22:12,,Loan EMI,4573.58,0.00,2659206.50
2463,2023-12-14,2023-12-14 20:34,,Salary - Regular,0.00,7446.88,2666653.38
2464,2023-12-14,2023-12-14 10:59,,Rental Income,0.00,4756.30,2671409.68
2465,2023-12-15,2023-12-15 05:05,,Dining - Casual Restaurant,370.47,0.00,2671039.21
2466,2023-12-16,2023-12-16 13:07,,Fuel,281.08,0.00,2670758.13
2467,2023-12-18,2023-12-18 04:05,,Dining - Casual Restaurant,296.23,0.00,2670461.90
2468,2023-12-18,2023-12-18 08:37,,Dining - Casual Restaurant,126.43,0.00,2670335.47
